id,TITLE,META_TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,condition,availability,root links,item_group_id,shape,length
JUICEGELS-0520,Blossom Luxe Set,Blossom Luxe Set - Stiletto,"jelly white and pink base with sakura art and hints of gold - Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,docs/images/products/JUICEGELS-0520_il_fullxfull.6647358066_mdqt.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0520?shape=Stiletto&length=Long,Juicegels_BlossomLuxeSet_Stiletto,Stiletto,Long
JUICEGELS-0521,Blossom Luxe Set,Blossom Luxe Set - Coffin,"jelly white and pink base with sakura art and hints of gold - Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,docs/images/products/JUICEGELS-0521_il_fullxfull.6647358066_mdqt.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0521?shape=Coffin&length=Short,Juicegels_BlossomLuxeSet_Coffin,Coffin,Short
JUICEGELS-0522,Blossom Luxe Set,Blossom Luxe Set - Coffin,"jelly white and pink base with sakura art and hints of gold - Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,docs/images/products/JUICEGELS-0522_il_fullxfull.6647358066_mdqt.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0522?shape=Coffin&length=Medium,Juicegels_BlossomLuxeSet_Coffin,Coffin,Medium
JUICEGELS-0523,Blossom Luxe Set,Blossom Luxe Set - Coffin,"jelly white and pink base with sakura art and hints of gold - Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,docs/images/products/JUICEGELS-0523_il_fullxfull.6647358066_mdqt.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0523?shape=Coffin&length=Long,Juicegels_BlossomLuxeSet_Coffin,Coffin,Long
JUICEGELS-0524,Blossom Luxe Set,Blossom Luxe Set - Almond,"jelly white and pink base with sakura art and hints of gold - Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,docs/images/products/JUICEGELS-0524_il_fullxfull.6647358066_mdqt.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0524?shape=Almond&length=Short,Juicegels_BlossomLuxeSet_Almond,Almond,Short
JUICEGELS-0525,Blossom Luxe Set,Blossom Luxe Set - Almond,"jelly white and pink base with sakura art and hints of gold - Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,docs/images/products/JUICEGELS-0525_il_fullxfull.6647358066_mdqt.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0525?shape=Almond&length=Medium,Juicegels_BlossomLuxeSet_Almond,Almond,Medium
JUICEGELS-0526,Blossom Luxe Set,Blossom Luxe Set - Almond,"jelly white and pink base with sakura art and hints of gold - Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,docs/images/products/JUICEGELS-0526_il_fullxfull.6647358066_mdqt.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0526?shape=Almond&length=Long,Juicegels_BlossomLuxeSet_Almond,Almond,Long
JUICEGELS-0527,Garden Bloom Set,Garden Bloom Set - Square,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0527_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0527?shape=Square&length=Short,Juicegels_GardenBloomSet_Square,Square,Short
JUICEGELS-0528,Garden Bloom Set,Garden Bloom Set - Square,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0528_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0528?shape=Square&length=Medium,Juicegels_GardenBloomSet_Square,Square,Medium
JUICEGELS-0529,Garden Bloom Set,Garden Bloom Set - Square,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0529_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0529?shape=Square&length=Long,Juicegels_GardenBloomSet_Square,Square,Long
JUICEGELS-0530,Garden Bloom Set,Garden Bloom Set - Oval,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0530_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0530?shape=Oval&length=Short,Juicegels_GardenBloomSet_Oval,Oval,Short
JUICEGELS-0531,Garden Bloom Set,Garden Bloom Set - Oval,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0531_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0531?shape=Oval&length=Medium,Juicegels_GardenBloomSet_Oval,Oval,Medium
JUICEGELS-0532,Garden Bloom Set,Garden Bloom Set - Oval,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0532_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0532?shape=Oval&length=Long,Juicegels_GardenBloomSet_Oval,Oval,Long
JUICEGELS-0533,Garden Bloom Set,Garden Bloom Set - Stiletto,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0533_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0533?shape=Stiletto&length=Short,Juicegels_GardenBloomSet_Stiletto,Stiletto,Short
JUICEGELS-0534,Garden Bloom Set,Garden Bloom Set - Stiletto,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0534_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0534?shape=Stiletto&length=Medium,Juicegels_GardenBloomSet_Stiletto,Stiletto,Medium
JUICEGELS-0535,Garden Bloom Set,Garden Bloom Set - Stiletto,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0535_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0535?shape=Stiletto&length=Long,Juicegels_GardenBloomSet_Stiletto,Stiletto,Long
JUICEGELS-0536,Garden Bloom Set,Garden Bloom Set - Coffin,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0536_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0536?shape=Coffin&length=Short,Juicegels_GardenBloomSet_Coffin,Coffin,Short
JUICEGELS-0537,Garden Bloom Set,Garden Bloom Set - Coffin,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0537_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0537?shape=Coffin&length=Medium,Juicegels_GardenBloomSet_Coffin,Coffin,Medium
JUICEGELS-0538,Garden Bloom Set,Garden Bloom Set - Coffin,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0538_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0538?shape=Coffin&length=Long,Juicegels_GardenBloomSet_Coffin,Coffin,Long
JUICEGELS-0539,Garden Bloom Set,Garden Bloom Set - Almond,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0539_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0539?shape=Almond&length=Short,Juicegels_GardenBloomSet_Almond,Almond,Short
JUICEGELS-0540,Garden Bloom Set,Garden Bloom Set - Almond,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0540_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0540?shape=Almond&length=Medium,Juicegels_GardenBloomSet_Almond,Almond,Medium
JUICEGELS-0541,Garden Bloom Set,Garden Bloom Set - Almond,"Green tips with 3d flowers and pearl accents- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,docs/images/products/JUICEGELS-0541_il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0541?shape=Almond&length=Long,Juicegels_GardenBloomSet_Almond,Almond,Long
JUICEGELS-0542,Buttercup Bear Set,Buttercup Bear Set - Square,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0542_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0542?shape=Square&length=Short,Juicegels_ButtercupBearSet_Square,Square,Short
JUICEGELS-0543,Buttercup Bear Set,Buttercup Bear Set - Square,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0543_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0543?shape=Square&length=Medium,Juicegels_ButtercupBearSet_Square,Square,Medium
JUICEGELS-0544,Buttercup Bear Set,Buttercup Bear Set - Square,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0544_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0544?shape=Square&length=Long,Juicegels_ButtercupBearSet_Square,Square,Long
JUICEGELS-0545,Buttercup Bear Set,Buttercup Bear Set - Oval,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0545_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0545?shape=Oval&length=Short,Juicegels_ButtercupBearSet_Oval,Oval,Short
JUICEGELS-0546,Buttercup Bear Set,Buttercup Bear Set - Oval,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0546_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0546?shape=Oval&length=Medium,Juicegels_ButtercupBearSet_Oval,Oval,Medium
JUICEGELS-0547,Buttercup Bear Set,Buttercup Bear Set - Oval,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0547_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0547?shape=Oval&length=Long,Juicegels_ButtercupBearSet_Oval,Oval,Long
JUICEGELS-0548,Buttercup Bear Set,Buttercup Bear Set - Stiletto,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0548_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0548?shape=Stiletto&length=Short,Juicegels_ButtercupBearSet_Stiletto,Stiletto,Short
JUICEGELS-0549,Buttercup Bear Set,Buttercup Bear Set - Stiletto,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0549_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0549?shape=Stiletto&length=Medium,Juicegels_ButtercupBearSet_Stiletto,Stiletto,Medium
JUICEGELS-0550,Buttercup Bear Set,Buttercup Bear Set - Stiletto,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0550_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0550?shape=Stiletto&length=Long,Juicegels_ButtercupBearSet_Stiletto,Stiletto,Long
JUICEGELS-0551,Buttercup Bear Set,Buttercup Bear Set - Coffin,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0551_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0551?shape=Coffin&length=Short,Juicegels_ButtercupBearSet_Coffin,Coffin,Short
JUICEGELS-0552,Buttercup Bear Set,Buttercup Bear Set - Coffin,"Yellow based set with pearls French tip and 3d bear charm- Handmade- Available shapes: square, oval, stiletto, coffin- Please send your nail sizes using the provided measuring method for true-to-fit sizes- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,docs/images/products/JUICEGELS-0552_il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,new,in stock,https://juicegels.com/product/JUICEGELS-0552?shape=Coffin&length=Medium,Juicegels_ButtercupBearSet_Coffin,Coffin,Medium
